駅名,運営会社,路線名,鉄道区分,事業者種別,重複コード2019,データ有無コード2019,備考2019,乗降客数2019
城北,広島高速交通,広島新交通1号線,24,5,1,1,,2055
大町,広島高速交通,広島新交通1号線,24,5,1,1,,9317
上安,広島高速交通,広島新交通1号線,24,5,1,1,,4841
西原,広島高速交通,広島新交通1号線,24,5,1,1,,7573
伴中央,広島高速交通,広島新交通1号線,24,5,1,1,,1402
県庁前,広島高速交通,広島新交通1号線,24,5,1,1,,14907
毘沙門台,広島高速交通,広島新交通1号線,24,5,1,1,,4075
大塚,広島高速交通,広島新交通1号線,24,5,1,1,,1653
本通,広島高速交通,広島新交通1号線,16,5,1,1,,23018
古市,広島高速交通,広島新交通1号線,24,5,1,1,,4140
牛田,広島高速交通,広島新交通1号線,24,5,1,1,,2545
長楽寺,広島高速交通,広島新交通1号線,24,5,1,1,,2973
不動院前,広島高速交通,広島新交通1号線,24,5,1,1,,4477
中筋,広島高速交通,広島新交通1号線,24,5,1,1,,8281
広域公園前,広島高速交通,広島新交通1号線,24,5,1,1,,3063
祇園新橋北,広島高速交通,広島新交通1号線,24,5,1,1,,3993
白島,広島高速交通,広島新交通1号線,24,5,1,1,,2929
大原,広島高速交通,広島新交通1号線,24,5,1,1,,2892
伴,広島高速交通,広島新交通1号線,24,5,1,1,,2852
高取,広島高速交通,広島新交通1号線,24,5,1,1,,2865
広大附属学校前,広島電鉄,宇品線,21,4,1,1,,1888
広電本社前,広島電鉄,宇品線,21,4,1,1,,3125
宇品四丁目,広島電鉄,宇品線,21,4,1,1,,1964
市役所前,広島電鉄,宇品線,21,4,1,1,,3514
御幸橋,広島電鉄,宇品線,21,4,1,1,,1253
日赤病院前,広島電鉄,宇品線,21,4,1,1,,2350
袋町,広島電鉄,宇品線,21,4,1,1,,2796
広島港(宇品),広島電鉄,宇品線,21,4,1,1,,2457
県病院前,広島電鉄,宇品線,21,4,1,1,,3457
本通,広島電鉄,宇品線,21,4,1,1,,8698
海岸通,広島電鉄,宇品線,21,4,1,1,,1844
宇品五丁目,広島電鉄,宇品線,21,4,1,1,,1386
中電前,広島電鉄,宇品線,21,4,1,1,,3334
宇品二丁目,広島電鉄,宇品線,21,4,1,1,,1711
宇品三丁目,広島電鉄,宇品線,21,4,1,1,,1809
皆実町六丁目,広島電鉄,宇品線,21,4,1,1,,3498
元宇品口,広島電鉄,宇品線,21,4,1,1,,1181
鷹野橋,広島電鉄,宇品線,21,4,1,1,,2815
紙屋町東,広島電鉄,宇品線,21,4,2,1,,0
紙屋町西,広島電鉄,宇品線,21,4,2,1,,0
横川一丁目,広島電鉄,横川線,21,4,1,1,,1033
別院前,広島電鉄,横川線,21,4,1,1,,834
横川駅,広島電鉄,横川線,21,4,1,1,,7104
寺町,広島電鉄,横川線,21,4,1,1,,418
十日市町,広島電鉄,横川線,21,4,1,1,,755
比治山下,広島電鉄,皆実線,21,4,1,1,,646
比治山橋,広島電鉄,皆実線,21,4,1,1,,881
的場町,広島電鉄,皆実線,21,4,1,1,,629
南区役所前,広島電鉄,皆実線,21,4,1,1,,1895
皆実町二丁目,広島電鉄,皆実線,21,4,1,1,,868
皆実町六丁目,広島電鉄,皆実線,21,4,1,1,,1222
段原一丁目,広島電鉄,皆実線,21,4,1,1,,596
広電阿品,広島電鉄,宮島線,12,4,1,1,,3034
東高須,広島電鉄,宮島線,12,4,1,1,,1850
広電西広島（己斐）,広島電鉄,宮島線,12,4,2,1,,0
阿品東,広島電鉄,宮島線,12,4,1,1,,570
山陽女学園前,広島電鉄,宮島線,12,4,1,1,改称,2893
草津南,広島電鉄,宮島線,12,4,1,1,,1955
地御前,広島電鉄,宮島線,12,4,1,1,,972
井口,広島電鉄,宮島線,12,4,1,1,,2040
広電宮島口,広島電鉄,宮島線,12,4,1,1,,6349
修大協創中高前,広島電鉄,宮島線,12,4,1,1,改称,4122
広電廿日市,広島電鉄,宮島線,12,4,1,1,,3544
宮内,広島電鉄,宮島線,12,4,1,1,,2100
草津,広島電鉄,宮島線,12,4,1,1,,3137
楽々園,広島電鉄,宮島線,12,4,1,1,,7038
広電五日市,広島電鉄,宮島線,12,4,1,1,,7313
高須,広島電鉄,宮島線,12,4,1,1,,3023
廿日市市役所前（平良）,広島電鉄,宮島線,12,4,1,1,,3055
宮島ボートレース場,広島電鉄,宮島線,12,4,1,2,改称,0
ＪＡ広島病院前,広島電鉄,宮島線,12,4,1,1,,1474
古江,広島電鉄,宮島線,12,4,1,1,,5176
商工センター入口,広島電鉄,宮島線,12,4,1,1,,6484
佐伯区役所前,広島電鉄,宮島線,12,4,1,1,,2480
江波,広島電鉄,江波線,21,4,1,1,,1703
舟入川口町,広島電鉄,江波線,21,4,1,1,,2021
舟入町,広島電鉄,江波線,21,4,1,1,,2069
舟入幸町,広島電鉄,江波線,21,4,1,1,,1235
舟入南,広島電鉄,江波線,21,4,1,1,改称,1917
舟入本町,広島電鉄,江波線,21,4,1,1,,1820
土橋,広島電鉄,江波線,21,4,2,1,,0
白島,広島電鉄,白島線,21,4,1,1,,1633
家庭裁判所前,広島電鉄,白島線,21,4,1,1,,262
八丁堀,広島電鉄,白島線,21,4,2,1,,0
縮景園前,広島電鉄,白島線,21,4,1,1,,608
女学院前,広島電鉄,白島線,21,4,1,1,,269
八丁堀,広島電鉄,白島線,21,4,1,1,,2107
西観音町,広島電鉄,本線,21,4,1,1,,1227
十日市町,広島電鉄,本線,21,4,1,1,,4783
土橋,広島電鉄,本線,21,4,1,1,,7177
的場町,広島電鉄,本線,21,4,1,1,,2125
小網町,広島電鉄,本線,21,4,1,1,,953
胡町,広島電鉄,本線,21,4,1,1,,4528
天満町,広島電鉄,本線,21,4,1,1,,1668
本川町,広島電鉄,本線,21,4,1,1,,1942
十日市町,広島電鉄,本線,21,4,2,1,,0
福島町,広島電鉄,本線,21,4,1,1,,1210
観音町,広島電鉄,本線,21,4,1,1,,1252
紙屋町西,広島電鉄,本線,21,4,1,1,,16107
銀山町,広島電鉄,本線,21,4,1,1,,3878
原爆ドーム前,広島電鉄,本線,21,4,1,1,,4540
広島駅,広島電鉄,本線,21,4,1,1,,32791
八丁堀,広島電鉄,本線,21,4,1,1,,12078
紙屋町東,広島電鉄,本線,21,4,1,1,,7472
猿猴橋町,広島電鉄,本線,21,4,1,1,,2408
広電西広島（己斐）,広島電鉄,本線,21,4,1,1,,11128
稲荷町,広島電鉄,本線,21,4,1,1,,2063
立町,広島電鉄,本線,21,4,1,1,,5810
津軽尾上,弘南鉄道,弘南線,12,4,1,1,,202
黒石,弘南鉄道,弘南線,12,4,1,1,,761
館田,弘南鉄道,弘南線,12,4,1,1,,79
平賀,弘南鉄道,弘南線,12,4,1,1,,432
弘前,弘南鉄道,弘南線,12,4,1,1,,1375
尾上高校前,弘南鉄道,弘南線,12,4,1,1,,84
田舎館,弘南鉄道,弘南線,12,4,1,1,,87
新里,弘南鉄道,弘南線,12,4,1,1,,34
弘前東高前,弘南鉄道,弘南線,12,4,1,1,,115
境松,弘南鉄道,弘南線,12,4,1,1,,21
運動公園前,弘南鉄道,弘南線,12,4,1,1,,136
柏農高校前,弘南鉄道,弘南線,12,4,1,1,,93
弘高下,弘南鉄道,大鰐線,12,4,1,1,,43
弘前学院大前,弘南鉄道,大鰐線,12,4,1,1,,114
中央弘前,弘南鉄道,大鰐線,12,4,1,1,,308
鯖石,弘南鉄道,大鰐線,12,4,1,1,,35
石川,弘南鉄道,大鰐線,12,4,1,1,,73
津軽大沢,弘南鉄道,大鰐線,12,4,1,1,,58
石川プール前,弘南鉄道,大鰐線,12,4,1,1,,22
宿川原,弘南鉄道,大鰐線,12,4,1,1,,9
聖愛中高前,弘南鉄道,大鰐線,12,4,1,1,,101
千年,弘南鉄道,大鰐線,12,4,1,1,,75
義塾高校前,弘南鉄道,大鰐線,12,4,1,1,,83
松木平,弘南鉄道,大鰐線,12,4,1,1,,10
大鰐,弘南鉄道,大鰐線,12,4,1,1,,160
小栗山,弘南鉄道,大鰐線,12,4,1,1,,8
七里ヶ浜,江ノ島電鉄,江ノ島電鉄線,12,4,1,1,,7295
鎌倉,江ノ島電鉄,江ノ島電鉄線,12,4,1,1,,25802
柳小路,江ノ島電鉄,江ノ島電鉄線,12,4,1,1,,2714
鵠沼,江ノ島電鉄,江ノ島電鉄線,12,4,1,1,,4278
湘南海岸公園,江ノ島電鉄,江ノ島電鉄線,12,4,1,1,,1976
由比ヶ浜,江ノ島電鉄,江ノ島電鉄線,12,4,1,1,,2449
鎌倉高校前,江ノ島電鉄,江ノ島電鉄線,12,4,1,1,,4378
和田塚,江ノ島電鉄,江ノ島電鉄線,12,4,1,1,,1275
極楽寺,江ノ島電鉄,江ノ島電鉄線,12,4,1,1,,1764
石上,江ノ島電鉄,江ノ島電鉄線,12,4,1,1,,739
稲村ヶ崎,江ノ島電鉄,江ノ島電鉄線,12,4,1,1,,4309
長谷,江ノ島電鉄,江ノ島電鉄線,12,4,1,1,,9276
藤沢,江ノ島電鉄,江ノ島電鉄線,12,4,1,1,,22968
腰越,江ノ島電鉄,江ノ島電鉄線,12,4,1,1,,2945
江ノ島,江ノ島電鉄,江ノ島電鉄線,12,4,1,1,,10097
栗熊,高松琴平電気鉄道,琴平線,12,4,1,1,,587
岡田,高松琴平電気鉄道,琴平線,12,4,1,1,,532
仏生山,高松琴平電気鉄道,琴平線,12,4,1,1,,3665
瓦町,高松琴平電気鉄道,琴平線,12,4,2,1,,0
円座,高松琴平電気鉄道,琴平線,12,4,1,1,,1729
片原町,高松琴平電気鉄道,琴平線,12,4,1,1,,5362
畑田,高松琴平電気鉄道,琴平線,12,4,1,1,,261
陶,高松琴平電気鉄道,琴平線,12,4,1,1,,598
高松築港,高松琴平電気鉄道,琴平線,12,4,1,1,,13128
挿頭丘,高松琴平電気鉄道,琴平線,12,4,1,1,,374
三条,高松琴平電気鉄道,琴平線,12,4,1,1,,3224
滝宮,高松琴平電気鉄道,琴平線,12,4,1,1,,566
羽床,高松琴平電気鉄道,琴平線,12,4,1,1,,135
岡本,高松琴平電気鉄道,琴平線,12,4,1,1,,841
栗林公園,高松琴平電気鉄道,琴平線,12,4,1,1,,3456
一宮,高松琴平電気鉄道,琴平線,12,4,1,1,,1591
太田,高松琴平電気鉄道,琴平線,12,4,1,1,,4573
羽間,高松琴平電気鉄道,琴平線,12,4,1,1,,252
琴電琴平,高松琴平電気鉄道,琴平線,12,4,1,1,,1461
榎井,高松琴平電気鉄道,琴平線,12,4,1,1,,261
空港通り,高松琴平電気鉄道,琴平線,12,4,1,1,,1305
松島二丁目,高松琴平電気鉄道,志度線,12,4,1,1,,588
六万寺,高松琴平電気鉄道,志度線,12,4,1,1,,1028
春日川,高松琴平電気鉄道,志度線,12,4,1,1,,566
原,高松琴平電気鉄道,志度線,12,4,1,1,,192
琴電志度,高松琴平電気鉄道,志度線,12,4,1,1,,1129
房前,高松琴平電気鉄道,志度線,12,4,1,1,,98
潟元,高松琴平電気鉄道,志度線,12,4,1,1,,1884
沖松島,高松琴平電気鉄道,志度線,12,4,1,1,,752
八栗,高松琴平電気鉄道,志度線,12,4,1,1,,941
琴電屋島,高松琴平電気鉄道,志度線,12,4,1,1,,840
塩屋,高松琴平電気鉄道,志度線,12,4,1,1,,125
古高松,高松琴平電気鉄道,志度線,12,4,1,1,,679
瓦町,高松琴平電気鉄道,志度線,12,4,2,1,,0
今橋,高松琴平電気鉄道,志度線,12,4,1,1,,639
大町,高松琴平電気鉄道,志度線,12,4,1,1,,363
八栗新道,高松琴平電気鉄道,志度線,12,4,1,1,,190
井戸,高松琴平電気鉄道,長尾線,12,4,1,1,,70
林道,高松琴平電気鉄道,長尾線,12,4,1,1,,1975
農学部前,高松琴平電気鉄道,長尾線,12,4,1,1,,716
学園通り,高松琴平電気鉄道,長尾線,12,4,1,1,,1248
高田,高松琴平電気鉄道,長尾線,12,4,1,1,,1442
花園,高松琴平電気鉄道,長尾線,12,4,1,1,,1073
西前田,高松琴平電気鉄道,長尾線,12,4,1,1,,131
平木,高松琴平電気鉄道,長尾線,12,4,1,1,,359
公文明,高松琴平電気鉄道,長尾線,12,4,1,1,,209
水田,高松琴平電気鉄道,長尾線,12,4,1,1,,1246
長尾,高松琴平電気鉄道,長尾線,12,4,1,1,,988
元山,高松琴平電気鉄道,長尾線,12,4,1,1,,916
池戸,高松琴平電気鉄道,長尾線,12,4,1,1,,488
木太東口,高松琴平電気鉄道,長尾線,12,4,1,1,,1014
白山,高松琴平電気鉄道,長尾線,12,4,1,1,,259
瓦町,高松琴平電気鉄道,長尾線,12,4,1,1,,14860
高尾山,高尾登山電鉄,高尾鋼索線,13,4,1,1,,3295
清滝,高尾登山電鉄,高尾鋼索線,13,4,1,1,,3295
欅平,黒部峡谷鉄道,本線,12,4,1,1,,2600
黒薙,黒部峡谷鉄道,本線,12,4,1,1,,100
宇奈月,黒部峡谷鉄道,本線,12,4,1,1,,3800
鐘釣,黒部峡谷鉄道,本線,12,4,1,1,,900
トロッコ嵯峨,嵯峨野観光鉄道,嵯峨野観光線,12,4,1,1,,2580
トロッコ保津峡,嵯峨野観光鉄道,嵯峨野観光線,12,4,1,1,,13
トロッコ嵐山,嵯峨野観光鉄道,嵯峨野観光線,12,4,1,1,,1890
トロッコ亀岡,嵯峨野観光鉄道,嵯峨野観光線,12,4,1,1,,4390
稲野,阪急電鉄,伊丹線,12,4,1,1,,7826
新伊丹,阪急電鉄,伊丹線,12,4,1,1,,6864
塚口,阪急電鉄,伊丹線,12,4,2,1,,0
伊丹,阪急電鉄,伊丹線,12,4,1,1,,23072
烏丸,阪急電鉄,京都線,12,4,1,1,,82325
京都河原町,阪急電鉄,京都線,12,4,1,1,改称,78595
桂,阪急電鉄,京都線,12,4,1,1,,45103
西院,阪急電鉄,京都線,12,4,1,1,,40522
西京極,阪急電鉄,京都線,12,4,1,1,,18233
大宮,阪急電鉄,京都線,12,4,1,1,,26448
水無瀬,阪急電鉄,京都線,12,4,1,1,,9572
茨木市,阪急電鉄,京都線,12,4,1,1,,57191
上牧,阪急電鉄,京都線,12,4,1,1,,9242
高槻市,阪急電鉄,京都線,12,4,1,1,,57928
富田,阪急電鉄,京都線,12,4,1,1,,17318
長岡天神,阪急電鉄,京都線,12,4,1,1,,25071
総持寺,阪急電鉄,京都線,12,4,1,1,,14064
東向日,阪急電鉄,京都線,12,4,1,1,,13261
西向日,阪急電鉄,京都線,12,4,1,1,,10315
洛西口,阪急電鉄,京都線,12,4,1,1,,12766
南茨木,阪急電鉄,京都線,12,4,1,1,,40604
大山崎,阪急電鉄,京都線,12,4,1,1,,6028
淡路,阪急電鉄,京都線,12,4,1,1,,36866
崇禅寺,阪急電鉄,京都線,12,4,1,1,,5828
南方,阪急電鉄,京都線,12,4,1,1,,36578
相川,阪急電鉄,京都線,12,4,1,1,,16200
正雀,阪急電鉄,京都線,12,4,1,1,,15972
上新庄,阪急電鉄,京都線,12,4,1,1,,47593
十三,阪急電鉄,京都線,12,4,1,1,,68706
苦楽園口,阪急電鉄,甲陽線,12,4,1,1,,12270
甲陽園,阪急電鉄,甲陽線,12,4,1,1,,9858
夙川,阪急電鉄,甲陽線,12,4,2,1,,0
門戸厄神,阪急電鉄,今津線,12,4,1,1,,20452
仁川,阪急電鉄,今津線,12,4,1,1,,24998
甲東園,阪急電鉄,今津線,12,4,1,1,,26007
逆瀬川,阪急電鉄,今津線,12,4,1,1,,24500
今津,阪急電鉄,今津線,12,4,1,1,,24632
西宮北口,阪急電鉄,今津線,12,4,2,1,,0
宝塚南口,阪急電鉄,今津線,12,4,1,1,,11753
阪神国道,阪急電鉄,今津線,12,4,1,1,,3872
小林,阪急電鉄,今津線,12,4,1,1,,14763
西宮北口,阪急電鉄,今津線,12,4,2,1,,0
宝塚,阪急電鉄,今津線,12,4,2,1,,0
神戸三宮,阪急電鉄,神戸高速線,12,4,2,1,,0
新開地,阪急電鉄,神戸高速線,12,4,1,1,,0
花隈,阪急電鉄,神戸高速線,12,4,1,1,,7121
高速神戸,阪急電鉄,神戸高速線,12,4,1,1,,0
十三,阪急電鉄,神戸線,12,4,2,1,,0
大阪梅田,阪急電鉄,神戸線,12,4,2,1,改称,0
大阪梅田,阪急電鉄,神戸線,12,4,1,1,改称,512887
中津,阪急電鉄,神戸線,12,4,1,1,,10351
神崎川,阪急電鉄,神戸線,12,4,1,1,,18861
西宮北口,阪急電鉄,神戸線,12,4,1,1,,103925
芦屋川,阪急電鉄,神戸線,12,4,1,1,,15589
夙川,阪急電鉄,神戸線,12,4,1,1,,27345
塚口,阪急電鉄,神戸線,12,4,1,1,,47193
塚口,阪急電鉄,神戸線,12,4,2,1,,0
園田,阪急電鉄,神戸線,12,4,1,1,,30496
岡本,阪急電鉄,神戸線,12,4,1,1,,28105
武庫之荘,阪急電鉄,神戸線,12,4,1,1,,49963
神戸三宮,阪急電鉄,神戸線,12,4,1,1,,105849
春日野道,阪急電鉄,神戸線,12,4,1,1,,10812
王子公園,阪急電鉄,神戸線,12,4,1,1,,17996
御影,阪急電鉄,神戸線,12,4,1,1,,16748
六甲,阪急電鉄,神戸線,12,4,1,1,,29523
下新庄,阪急電鉄,千里線,12,4,1,1,,8148
豊津,阪急電鉄,千里線,12,4,1,1,,13167
山田,阪急電鉄,千里線,12,4,1,1,,23858
吹田,阪急電鉄,千里線,12,4,1,1,,15022
関大前,阪急電鉄,千里線,12,4,1,1,,26826
南千里,阪急電鉄,千里線,12,4,1,1,,20610
千里山,阪急電鉄,千里線,12,4,1,1,,16237
北千里,阪急電鉄,千里線,12,4,1,1,,25323
柴島,阪急電鉄,千里線,12,4,1,1,,4602
淡路,阪急電鉄,千里線,12,4,2,1,,0
天神橋筋六丁目,阪急電鉄,千里線,12,4,1,1,,0
三国,阪急電鉄,宝塚線,12,4,1,1,,25449
曽根,阪急電鉄,宝塚線,12,4,1,1,,24131
庄内,阪急電鉄,宝塚線,12,4,1,1,,28243
中津,阪急電鉄,宝塚線,12,4,2,1,,0
豊中,阪急電鉄,宝塚線,12,4,1,1,,47483
十三,阪急電鉄,宝塚線,12,4,2,1,,0
大阪梅田,阪急電鉄,宝塚線,12,4,2,1,改称,0
服部天神,阪急電鉄,宝塚線,12,4,1,1,,23920
岡町,阪急電鉄,宝塚線,12,4,1,1,,16895
宝塚,阪急電鉄,宝塚線,12,4,1,1,,45315
清荒神,阪急電鉄,宝塚線,12,4,1,1,,8245
石橋阪大前,阪急電鉄,宝塚線,12,4,1,1,改称,44802
池田,阪急電鉄,宝塚線,12,4,1,1,,46169
川西能勢口,阪急電鉄,宝塚線,12,4,1,1,能勢電鉄、妙見線を含む,57944
雲雀丘花屋敷,阪急電鉄,宝塚線,12,4,1,1,,9771
中山観音,阪急電鉄,宝塚線,12,4,1,1,,11350
山本,阪急電鉄,宝塚線,12,4,1,1,,16904
蛍池,阪急電鉄,宝塚線,12,4,1,1,,41690
売布神社,阪急電鉄,宝塚線,12,4,1,1,,8297
箕面,阪急電鉄,箕面線,12,4,1,1,,14664
牧落,阪急電鉄,箕面線,12,4,1,1,,7720
桜井,阪急電鉄,箕面線,12,4,1,1,,10076
石橋阪大前,阪急電鉄,箕面線,12,4,2,1,改称,0
桂,阪急電鉄,嵐山線,12,4,2,1,,0
上桂,阪急電鉄,嵐山線,12,4,1,1,,7983
松尾大社,阪急電鉄,嵐山線,12,4,1,1,,5174
嵐山,阪急電鉄,嵐山線,12,4,1,1,,9553
住吉,阪堺電気軌道,阪堺線,21,4,2,1,,0
北天下茶屋,阪堺電気軌道,阪堺線,21,4,1,1,,108
聖天坂,阪堺電気軌道,阪堺線,21,4,1,1,,155
今池,阪堺電気軌道,阪堺線,21,4,1,1,,57
塚西,阪堺電気軌道,阪堺線,21,4,1,1,,123
東粉浜,阪堺電気軌道,阪堺線,21,4,1,1,,73
今船,阪堺電気軌道,阪堺線,21,4,1,1,,124
東玉出,阪堺電気軌道,阪堺線,21,4,1,1,,60
天神ノ森,阪堺電気軌道,阪堺線,21,4,1,1,,127
恵美須町,阪堺電気軌道,阪堺線,21,4,1,1,,621
新今宮駅前,阪堺電気軌道,阪堺線,21,4,1,1,,668
松田町,阪堺電気軌道,阪堺線,21,4,1,1,,73
住吉,阪堺電気軌道,阪堺線,21,4,1,1,,874
大和川,阪堺電気軌道,阪堺線,21,4,1,1,,135
浜寺駅前,阪堺電気軌道,阪堺線,21,4,1,1,,908
宿院,阪堺電気軌道,阪堺線,21,4,1,1,,668
我孫子道,阪堺電気軌道,阪堺線,21,4,1,1,,2575
綾ノ町,阪堺電気軌道,阪堺線,21,4,1,1,,590
石津,阪堺電気軌道,阪堺線,21,4,1,1,,391
高須神社,阪堺電気軌道,阪堺線,21,4,1,1,,510
細井川,阪堺電気軌道,阪堺線,21,4,1,1,,700
船尾,阪堺電気軌道,阪堺線,21,4,1,1,,636
東湊,阪堺電気軌道,阪堺線,21,4,1,1,,858
安立町,阪堺電気軌道,阪堺線,21,4,1,1,,1038
寺地町,阪堺電気軌道,阪堺線,21,4,1,1,,377
御陵前,阪堺電気軌道,阪堺線,21,4,1,1,,414
大小路,阪堺電気軌道,阪堺線,21,4,1,1,,743
住吉鳥居前,阪堺電気軌道,阪堺線,21,4,1,1,,1382
花田口,阪堺電気軌道,阪堺線,21,4,1,1,,499
妙国寺前,阪堺電気軌道,阪堺線,21,4,1,1,,243
神明町,阪堺電気軌道,阪堺線,21,4,1,1,,461
帝塚山四丁目,阪堺電気軌道,上町線,21,4,1,1,,1088
東天下茶屋,阪堺電気軌道,上町線,21,4,1,1,,1662
北畠,阪堺電気軌道,上町線,21,4,1,1,,2563
天王寺駅前,阪堺電気軌道,上町線,21,4,1,1,,12185
住吉,阪堺電気軌道,上町線,21,4,2,1,,0
松虫,阪堺電気軌道,上町線,21,4,1,1,,1063
帝塚山三丁目,阪堺電気軌道,上町線,21,4,1,1,,1672
神ノ木,阪堺電気軌道,上町線,21,4,1,1,,566
阿倍野,阪堺電気軌道,上町線,21,4,1,1,,2110
姫松,阪堺電気軌道,上町線,21,4,1,1,,1957
住吉公園,阪堺電気軌道,上町線,21,4,3,4,,0
高速神戸,阪神電気鉄道,神戸高速線,12,4,1,1,阪急電鉄・神戸高速線を含む,26788
西元町,阪神電気鉄道,神戸高速線,12,4,1,1,,4463
大開,阪神電気鉄道,神戸高速線,12,4,1,1,,4937
新開地,阪神電気鉄道,神戸高速線,12,4,1,1,阪急電鉄、神戸高速線・神戸電鉄、神戸高速線を含む,23717
高速長田,阪神電気鉄道,神戸高速線,12,4,1,1,,15975
西代,阪神電気鉄道,神戸高速線,12,4,1,1,,0
元町,阪神電気鉄道,神戸高速線,12,4,2,1,,0
千鳥橋,阪神電気鉄道,阪神なんば線,12,4,1,1,,9581
西九条,阪神電気鉄道,阪神なんば線,12,4,2,1,,0
尼崎,阪神電気鉄道,阪神なんば線,12,4,2,1,,0
福,阪神電気鉄道,阪神なんば線,12,4,1,1,,13123
伝法,阪神電気鉄道,阪神なんば線,12,4,1,1,,8267
大物,阪神電気鉄道,阪神なんば線,12,4,2,1,,0
出来島,阪神電気鉄道,阪神なんば線,12,4,1,1,,10584
武庫川,阪神電気鉄道,武庫川線,12,4,2,1,,0
洲先,阪神電気鉄道,武庫川線,12,4,1,1,,1831
東鳴尾,阪神電気鉄道,武庫川線,12,4,1,1,,2165
武庫川団地前,阪神電気鉄道,武庫川線,12,4,1,1,,7799
大阪梅田,阪神電気鉄道,本線,12,4,1,1,改称,169732
淀川,阪神電気鉄道,本線,12,4,1,1,,5262
福島,阪神電気鉄道,本線,12,4,1,1,,11304
野田,阪神電気鉄道,本線,12,4,1,1,,33183
姫島,阪神電気鉄道,本線,12,4,1,1,,14312
打出,阪神電気鉄道,本線,12,4,1,1,,15925
甲子園,阪神電気鉄道,本線,12,4,1,1,,54968
魚崎,阪神電気鉄道,本線,12,4,1,1,,30120
西宮,阪神電気鉄道,本線,12,4,1,1,,48577
住吉,阪神電気鉄道,本線,12,4,1,1,,2877
芦屋,阪神電気鉄道,本線,12,4,1,1,,29542
香櫨園,阪神電気鉄道,本線,12,4,1,1,,11201
深江,阪神電気鉄道,本線,12,4,1,1,,18277
青木,阪神電気鉄道,本線,12,4,1,1,,15352
武庫川,阪神電気鉄道,本線,12,4,1,1,,29372
出屋敷,阪神電気鉄道,本線,12,4,1,1,,12792
大物,阪神電気鉄道,本線,12,4,1,1,,8081
尼崎センタープール前,阪神電気鉄道,本線,12,4,1,1,,9320
杭瀬,阪神電気鉄道,本線,12,4,1,1,,8796
千船,阪神電気鉄道,本線,12,4,1,1,,16945
久寿川,阪神電気鉄道,本線,12,4,1,1,,4425
尼崎,阪神電気鉄道,本線,12,4,1,1,,53030
鳴尾・武庫川女子大前,阪神電気鉄道,本線,12,4,1,1,改称,24746
今津,阪神電気鉄道,本線,12,4,1,1,,33382
西灘,阪神電気鉄道,本線,12,4,1,1,,5128
神戸三宮,阪神電気鉄道,本線,12,4,1,1,,113112
石屋川,阪神電気鉄道,本線,12,4,1,1,,6838
岩屋,阪神電気鉄道,本線,12,4,1,1,,11413
大石,阪神電気鉄道,本線,12,4,1,1,,9688
御影,阪神電気鉄道,本線,12,4,1,1,,27313
春日野道,阪神電気鉄道,本線,12,4,1,1,,16017
元町,阪神電気鉄道,本線,12,4,1,1,,29471
新在家,阪神電気鉄道,本線,12,4,1,1,,11523
戸塚安行,埼玉高速鉄道,埼玉高速鉄道線,12,5,1,1,,16400
東川口,埼玉高速鉄道,埼玉高速鉄道線,12,5,1,1,,33300
